Title,Link,Publisher,Journal,Author Order,Authors,Year,DOI,Quartile,Researcher Name,Researcher ID,Affiliation,Department
Pemanfaatan dinding sebagai permukaan kondensasi untuk meningkatkan kinerja solar still double slope,https://garuda.kemdikbud.go.id/documents/detail/3508648,"TURBO [Tulisan Riset Berbasis Online] Vol 12, No 1 (2023): Jurnal TURBO","TURBO [Tulisan Riset Berbasis Online] Vol 12, No 1 (2023): Jurnal TURBO",Author Order : 1 of 4,"TURBO [Tulisan Riset Berbasis Online] Vol 12, No 1 (2023): Jurnal TURBO",2023,DOI: 10.24127/trb.v12i1.2439,Accred : Sinta 3,NOVA RISDIYANTO ISMAIL,5989963,Universitas Widya Gama,S1 - Teknik Mesin
Investigation of Performance of Stone Fin Solar Still Absorber by Water Depth Variations.,https://garuda.kemdikbud.go.id/documents/detail/3788181,"Aceh International Journal of Science and Technology Vol 12, No 2 (2023): August 2023159-170","Aceh International Journal of Science and Technology Vol 12, No 2 (2023): August 2023159-170",Author Order : 1 of 4,"Aceh International Journal of Science and Technology Vol 12, No 2 (2023): August 2023159-170",2023,DOI: 10.13170/aijst.12.2.27188,Accred : Sinta 2,NOVA RISDIYANTO ISMAIL,5989963,Universitas Widya Gama,S1 - Teknik Mesin
Implementasi Pompa Hidram di Desa Ngadireso Kabupaten Malang,https://garuda.kemdikbud.go.id/documents/detail/3814819,"JAST : Jurnal Aplikasi Sains dan Teknologi Vol 7, No 1 (2023): EDISI JUNI 2023 (Article in Progress)1-11","JAST : Jurnal Aplikasi Sains dan Teknologi Vol 7, No 1 (2023): EDISI JUNI 2023 (Article in Progress)1-11",Author Order : 1 of 4,"JAST : Jurnal Aplikasi Sains dan Teknologi Vol 7, No 1 (2023): EDISI JUNI 2023 (Article in Progress)1-11",2023,DOI: 10.33366/jast.v7i1.4279,Accred : Sinta 4,NOVA RISDIYANTO ISMAIL,5989963,Universitas Widya Gama,S1 - Teknik Mesin
ANALISA EFFISIENSI PLTU PAITON KETIKA HIGH PRESSURE HEATER (HPH 7) INSERVICE DAN OUTSERVICE,https://garuda.kemdikbud.go.id/documents/detail/2853814,Jurnal Energi dan Teknologi Manufaktur Vol 5 No 01 (2022)07-12,Jurnal Energi dan Teknologi Manufaktur Vol 5 No 01 (2022)07-12,Author Order : 1 of 4,Jurnal Energi dan Teknologi Manufaktur Vol 5 No 01 (2022)07-12,2022,DOI: 10.33795/jetm.v5i01.113,Accred : Sinta 4,NOVA RISDIYANTO ISMAIL,5989963,Universitas Widya Gama,S1 - Teknik Mesin
Pengaruh model anyaman serat kulit pohon waru (Hibiscus Tiliceus) terhadap kekuatan tarik komposit,https://garuda.kemdikbud.go.id/documents/detail/3211229,"TURBO [Tulisan Riset Berbasis Online] Vol 11, No 2 (2022): TURBO : Jurnal Program Studi Teknik Mesin","TURBO [Tulisan Riset Berbasis Online] Vol 11, No 2 (2022): TURBO : Jurnal Program Studi Teknik Mesin",Author Order : 1 of 4,"TURBO [Tulisan Riset Berbasis Online] Vol 11, No 2 (2022): TURBO : Jurnal Program Studi Teknik Mesin",2022,DOI: 10.24127/trb.v11i2.2013,Accred : Sinta 3,NOVA RISDIYANTO ISMAIL,5989963,Universitas Widya Gama,S1 - Teknik Mesin
SIMULASI PERBANDINGAN PERFORMA PENGERINGAN TIPE PUTAR ARUS SEARAH DAN ARUS BALIK PADA BIOMASSA,https://garuda.kemdikbud.go.id/documents/detail/3219787,Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2022 Transisi Global dalam Mencapai SDGs 2030561-570,Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2022 Transisi Global dalam Mencapai SDGs 2030561-570,Author Order : 1 of 4,Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2022 Transisi Global dalam Mencapai SDGs 2030561-570,2022,DOI: -,Accred : Unknown,NOVA RISDIYANTO ISMAIL,5989963,Universitas Widya Gama,S1 - Teknik Mesin
IMPLEMENTASI KINCIR AIR TERHADAP PENINGKATAN PRODUKSI SPIRULINA PADA UKM SPIRULINA DI DAERAH URBAN,https://garuda.kemdikbud.go.id/documents/detail/3219847,Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2022 Transisi Global dalam Mencapai SDGs 2030823-830,Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2022 Transisi Global dalam Mencapai SDGs 2030823-830,Author Order : 1 of 4,Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2022 Transisi Global dalam Mencapai SDGs 2030823-830,2022,DOI: -,Accred : Unknown,NOVA RISDIYANTO ISMAIL,5989963,Universitas Widya Gama,S1 - Teknik Mesin
PENGARUH VARIASI JUMLAH SUDU TURBIN TIPE PELTON MENGGUNAKAN MATERIAL FILAMENT PLA TERHADAP EFISIENSI PEMBANGKIT LISTRIK TENAGA MIKROHIDRO,https://garuda.kemdikbud.go.id/documents/detail/3219897,Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2022 Transisi Global dalam Mencapai SDGs 2030493-498,Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2022 Transisi Global dalam Mencapai SDGs 2030493-498,Author Order : 1 of 4,Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2022 Transisi Global dalam Mencapai SDGs 2030493-498,2022,DOI: -,Accred : Unknown,NOVA RISDIYANTO ISMAIL,5989963,Universitas Widya Gama,S1 - Teknik Mesin
ANALISA WAKTU PENDINGINAN TERHADAP TEMPERATUR DAN KEKERASAN BAJA ST 37,https://garuda.kemdikbud.go.id/documents/detail/3338734,"Prosidia Widya Saintek Vol 1, No 1 (2022)25-30","Prosidia Widya Saintek Vol 1, No 1 (2022)25-30",Author Order : 1 of 4,"Prosidia Widya Saintek Vol 1, No 1 (2022)25-30",2022,DOI: -,Accred : Unknown,NOVA RISDIYANTO ISMAIL,5989963,Universitas Widya Gama,S1 - Teknik Mesin
PERBAIKAN DAM DI RT 02 RW 15 KELURAHAN CANDIRENGGO KECAMATAN SINGOSARI KABUPATEN MALANG,https://garuda.kemdikbud.go.id/documents/detail/3338741,"Prosidia Widya Saintek Vol 1, No 1 (2022)125-130","Prosidia Widya Saintek Vol 1, No 1 (2022)125-130",Author Order : 1 of 4,"Prosidia Widya Saintek Vol 1, No 1 (2022)125-130",2022,DOI: -,Accred : Unknown,NOVA RISDIYANTO ISMAIL,5989963,Universitas Widya Gama,S1 - Teknik Mesin
