id,code,url,name,abbreviation,location,last_update,authors,departments,journals,sinta_score.overall,sinta_score.3_years,sinta_score.productivity,sinta_score.productivity_3_years,articles.scopus,articles.scholar,articles.wos,articles.garuda,citations.scopus,citations.scholar,citations.wos,citations.garuda,cited_documents.scopus,cited_documents.scholar,cited_documents.wos,cited_documents.garuda,citation_per_researcher.scopus,citation_per_researcher.scholar,citation_per_researcher.wos,citation_per_researcher.garuda
2058,071030,https://sinta.kemdikbud.go.id/affiliations/profile/2058,Universitas Widya Gama,UWG,"KOTA MALANG - JAWA TIMUR, ID",2024-10-26 04:40:38,104,16,7,74903,25751,1055,363,234,4344,107,1383,1315,34032,19724,10,167,2142,89,7,10.87,281.26,163.01,0.08
