Title,Link,Publisher,Journal,Author Order,Authors,Year,DOI,Quartile
Fertilizer Quality Detection For Purple Sweet Potato Plants Using YOLOv4-Tiny,https://scholar.google.com/scholar?q=+intitle:%27Fertilizer%20Quality%20Detection%20For%20Purple%20Sweet%20Potato%20Plants%20Using%20YOLOv4-Tiny%27,"2023 International Seminar on Application for Technology of Information and …, 2023","2023 International Seminar on Application for Technology of Information and …, 2023",N/A,"Authors : RI Rovita, AY Rahman, Istiadi",2023,N/A,N/A
Children with Speech Disorders Voice Classification: LSTM and BiLSTM Approach Based on MFCC Features,https://scholar.google.com/scholar?q=+intitle:%27Children%20with%20Speech%20Disorders%20Voice%20Classification:%20LSTM%20and%20BiLSTM%20Approach%20Based%20on%20MFCC%20Features%27,"2023 International Conference on Modeling & E-Information Research …, 2023","2023 International Conference on Modeling & E-Information Research …, 2023",N/A,"Authors : DB Riyanto, AY Rahman, Istiadi",2023,N/A,N/A
Classification Of Tempeh Maturity Using A Decision Tree And Three Texture Features,https://scholar.google.com/scholar?q=+intitle:%27Classification%20Of%20Tempeh%20Maturity%20Using%20A%20Decision%20Tree%20And%20Three%20Texture%20Features%27,"JOIV: International Journal on Informatics Visualization 6 (4), 2023","JOIV: International Journal on Informatics Visualization 6 (4), 2023",N/A,"Authors : I Istiadi, F Faqih, AY Rahman, DA Aziz, ALAL Hananto, S Sulaiman, ...",2023,N/A,N/A
Pengendali Dan Pemantau Arus Tegangan Pada Terminal Listrik Rumah Tangga Berbasis IoT,https://scholar.google.com/scholar?q=+intitle:%27Pengendali%20Dan%20Pemantau%20Arus%20Tegangan%20Pada%20Terminal%20Listrik%20Rumah%20Tangga%20Berbasis%20IoT%27,"JOINTECS (Journal of Information Technology and Computer Science) 8 (1), 27-32, 2023","JOINTECS (Journal of Information Technology and Computer Science) 8 (1), 27-32, 2023",N/A,"Authors : A Setiawan, I Istiadi, G Priyandoko",2023,N/A,N/A
Improvement of Starling Image Classification with Gabor and Wavelet Based on Artificial Neural Network,https://scholar.google.com/scholar?q=+intitle:%27Improvement%20of%20Starling%20Image%20Classification%20with%20Gabor%20and%20Wavelet%20Based%20on%20Artificial%20Neural%20Network%27,"JOIV: International Journal on Informatics Visualization 7 (4), 2344-2350, 2023","JOIV: International Journal on Informatics Visualization 7 (4), 2344-2350, 2023",N/A,"Authors : AY Rahman, I Istiadi, AL Hananto, A Fauzi",2023,N/A,N/A
Voice Classification of Children with Speech Impairment Using MFCC Kernel-Based SVM,https://scholar.google.com/scholar?q=+intitle:%27Voice%20Classification%20of%20Children%20with%20Speech%20Impairment%20Using%20MFCC%20Kernel-Based%20SVM%27,"2023 International Conference on Computer Science, Information Technology …, 2023","2023 International Conference on Computer Science, Information Technology …, 2023",N/A,"Authors : D Trijatmiko, AY Rahman, I I",2023,N/A,N/A
REKOMENDASI PENJUALAN PRODUK PADA DISTRO DECKHOOD MENGGUNAKAN ALGORITMA APRIORI,https://scholar.google.com/scholar?q=+intitle:%27REKOMENDASI%20PENJUALAN%20PRODUK%20PADA%20DISTRO%20DECKHOOD%20MENGGUNAKAN%20ALGORITMA%20APRIORI%27,"Prosidia Widya Saintek 2 (1), 19-28, 2023","Prosidia Widya Saintek 2 (1), 19-28, 2023",N/A,"Authors : L Da Costa, I Istiadi, F Marisa",2023,N/A,N/A
Detection of Tempeh Maturity Quality Using YOLO Tiny V4,https://scholar.google.com/scholar?q=+intitle:%27Detection%20of%20Tempeh%20Maturity%20Quality%20Using%20YOLO%20Tiny%20V4%27,"2023 International Conference on Computer Science, Information Technology …, 2023","2023 International Conference on Computer Science, Information Technology …, 2023",N/A,"Authors : B Setyawan, AY Rahman, I I",2023,N/A,N/A
Video-Based Lobster Species Identification Using YOLOv7,https://scholar.google.com/scholar?q=+intitle:%27Video-Based%20Lobster%20Species%20Identification%20Using%20YOLOv7%27,"2023 International Conference on Modeling & E-Information Research …, 2023","2023 International Conference on Modeling & E-Information Research …, 2023",N/A,"Authors : AA Raihan, AY Rahman, Istiadi",2023,N/A,N/A
Segmentasi Citra Burung Lovebird Menggunakan K-Means,https://scholar.google.com/scholar?q=+intitle:%27Segmentasi%20Citra%20Burung%20Lovebird%20Menggunakan%20K-Means%27,"JATISI (Jurnal Teknik Informatika dan Sistem Informasi) 10 (1), 706-718, 2023","JATISI (Jurnal Teknik Informatika dan Sistem Informasi) 10 (1), 706-718, 2023",N/A,"Authors : HD Adoe, AY Rahman, I Istiadi",2023,N/A,N/A
Mamdani fuzzy expert system for online learning to diagnose infectious diseases,https://scholar.google.com/scholar?q=+intitle:%27Mamdani%20fuzzy%20expert%20system%20for%20online%20learning%20to%20diagnose%20infectious%20diseases%27,"Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) 6 (6), 1047-1056, 2022","Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) 6 (6), 1047-1056, 2022",N/A,"Authors : I Istiadi, EB Sulistiarini, R Joegijantoro, AV Vitianingsih, AN Suksmawati",2022,N/A,N/A
PENILAIAN RESIKO ERGONOMI PADA USAHA BATIK DI OMA DIFFABEL LAWANG,https://scholar.google.com/scholar?q=+intitle:%27PENILAIAN%20RESIKO%20ERGONOMI%20PADA%20USAHA%20BATIK%20DI%20OMA%20DIFFABEL%20LAWANG%27,"Conference on Innovation and Application of Science and Technology (CIASTECH …, 2022","Conference on Innovation and Application of Science and Technology (CIASTECH …, 2022",N/A,"Authors : AR Wardhani, I Istiadi, F Marissa, N Paramita",2022,N/A,N/A
Rule-Based Control Strategy for Tempe Fermentation Incubator with Internet of Things Monitoring,https://scholar.google.com/scholar?q=+intitle:%27Rule-Based%20Control%20Strategy%20for%20Tempe%20Fermentation%20Incubator%20with%20Internet%20of%20Things%20Monitoring%27,"2022 IEEE International Conference on Sustainable Engineering and Creative …, 2022","2022 IEEE International Conference on Sustainable Engineering and Creative …, 2022",N/A,"Authors : Istiadi, AY Rahman, F Rofii",2022,N/A,N/A
Bearing Fault Detection Using Discrete Wavelet Transform and Partitioning Around Medoids Methods,https://scholar.google.com/scholar?q=+intitle:%27Bearing%20Fault%20Detection%20Using%20Discrete%20Wavelet%20Transform%20and%20Partitioning%20Around%20Medoids%20Methods%27,"Recent Trends in Mechatronics Towards Industry 4.0: Selected Articles from …, 2022","Recent Trends in Mechatronics Towards Industry 4.0: Selected Articles from …, 2022",N/A,"Authors : G Priyandoko, D Siswanto, Istiadi, DU Effendi, ER Naufal",2022,N/A,N/A
Expert System Integrated with Medical Record for Infectious Diseases using Certainty Factor,https://scholar.google.com/scholar?q=+intitle:%27Expert%20System%20Integrated%20with%20Medical%20Record%20for%20Infectious%20Diseases%20using%20Certainty%20Factor%27,"2022 IEEE International Conference on Cybernetics and Computational …, 2022","2022 IEEE International Conference on Cybernetics and Computational …, 2022",N/A,"Authors : I Istiadi, EB Sulistiarini, R Joegijantoro, AN Suksmawati, KS Nugroho, ...",2022,N/A,N/A
RANCANG BANGUN SISTEM PAKAR PENDIAGNOSA PENYAKIT TUBERKULOSIS (TBC) MENGGUNAKAN METODE DEMPSTER SHAFER,https://scholar.google.com/scholar?q=+intitle:%27RANCANG%20BANGUN%20SISTEM%20PAKAR%20PENDIAGNOSA%20PENYAKIT%20TUBERKULOSIS%20(TBC)%20MENGGUNAKAN%20METODE%20DEMPSTER%20SHAFER%27,"Conference on Innovation and Application of Science and Technology (CIASTECH …, 2022","Conference on Innovation and Application of Science and Technology (CIASTECH …, 2022",N/A,"Authors : L De Deus, I Istiadi, F Marisa",2022,N/A,N/A
Museum Angkut Virtual Tour Dengan Optimasi Penelusuran Menggunakan Algoritma A-Star,https://scholar.google.com/scholar?q=+intitle:%27Museum%20Angkut%20Virtual%20Tour%20Dengan%20Optimasi%20Penelusuran%20Menggunakan%20Algoritma%20A-Star%27,"JIMP (Jurnal Informatika Merdeka Pasuruan) 6 (2), 2022","JIMP (Jurnal Informatika Merdeka Pasuruan) 6 (2), 2022",N/A,"Authors : MJ Wicaksono, I Istiadi, ID Wijaya, F Marisa, SW Iriananda",2022,N/A,N/A
Klasifikasi Presiden Republik Indonesia Menggunakan SVM Kernel Polynomial Dengan Fitur Ektraksi Gabor,https://scholar.google.com/scholar?q=+intitle:%27Klasifikasi%20Presiden%20Republik%20Indonesia%20Menggunakan%20SVM%20Kernel%20Polynomial%20Dengan%20Fitur%20Ektraksi%20Gabor%27,"Jurnal Teknologi Informasi dan Ilmu Komputer 9 (7), 1583-1588, 2022","Jurnal Teknologi Informasi dan Ilmu Komputer 9 (7), 1583-1588, 2022",N/A,"Authors : K Kristianingrum, AY Rahman, I Istiadi",2022,N/A,N/A
Sistem Pemantau dan Kendali Tekanan Gas SF6 PMT Gardu Induk Melalui IoT,https://scholar.google.com/scholar?q=+intitle:%27Sistem%20Pemantau%20dan%20Kendali%20Tekanan%20Gas%20SF6%20PMT%20Gardu%20Induk%20Melalui%20IoT%27,"Jetri: Jurnal Ilmiah Teknik Elektro, 193-208, 2022","Jetri: Jurnal Ilmiah Teknik Elektro, 193-208, 2022",N/A,"Authors : RJ Surya, G Priyandoko, I Istiadi",2022,N/A,N/A
Betta Fish Image Classification Using Artificial Neural Networks with Gabor Extraction Features,https://scholar.google.com/scholar?q=+intitle:%27Betta%20Fish%20Image%20Classification%20Using%20Artificial%20Neural%20Networks%20with%20Gabor%20Extraction%20Features%27,"2022 IEEE International Conference on Cybernetics and Computational …, 2022","2022 IEEE International Conference on Cybernetics and Computational …, 2022",N/A,"Authors : S Hidayat, AY Rahman, Istiadi",2022,N/A,N/A
Classification of Tempeh Maturity Using Decision Tree and Three Texture Features,https://scholar.google.com/scholar?q=+intitle:%27Classification%20of%20Tempeh%20Maturity%20Using%20Decision%20Tree%20and%20Three%20Texture%20Features%27,"JOIV: International Journal on Informatics Visualization 6 (4), 883-889, 2022","JOIV: International Journal on Informatics Visualization 6 (4), 883-889, 2022",N/A,"Authors : AY Rahman, DA Aziz, AL Hananto, S Sulaiman, C Zonyfar",2022,N/A,N/A
Internship program in company: Cultural learning process for students,https://scholar.google.com/scholar?q=+intitle:%27Internship%20program%20in%20company:%20Cultural%20learning%20process%20for%20students%27,"Journal of Indonesian Tourism and Policy Studies Vol 7 (1), 2022","Journal of Indonesian Tourism and Policy Studies Vol 7 (1), 2022",N/A,Authors : I Istiadi,2022,N/A,N/A
Mamdani fuzzy expert system for online learning to diagnose infectious diseases,https://scholar.google.com/scholar?q=+intitle:%27Mamdani%20fuzzy%20expert%20system%20for%20online%20learning%20to%20diagnose%20infectious%20diseases%27,"Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) 6 (6), 1047-1056, 2022","Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) 6 (6), 1047-1056, 2022",N/A,"Authors : I Istiadi, EB Sulistiarini, R Joegijantoro, AV Vitianingsih, AN Suksmawati",2022,N/A,N/A
PENILAIAN RESIKO ERGONOMI PADA USAHA BATIK DI OMA DIFFABEL LAWANG,https://scholar.google.com/scholar?q=+intitle:%27PENILAIAN%20RESIKO%20ERGONOMI%20PADA%20USAHA%20BATIK%20DI%20OMA%20DIFFABEL%20LAWANG%27,"Conference on Innovation and Application of Science and Technology (CIASTECH …, 2022","Conference on Innovation and Application of Science and Technology (CIASTECH …, 2022",N/A,"Authors : AR Wardhani, I Istiadi, F Marissa, N Paramita",2022,N/A,N/A
Rule-Based Control Strategy for Tempe Fermentation Incubator with Internet of Things Monitoring,https://scholar.google.com/scholar?q=+intitle:%27Rule-Based%20Control%20Strategy%20for%20Tempe%20Fermentation%20Incubator%20with%20Internet%20of%20Things%20Monitoring%27,"2022 IEEE International Conference on Sustainable Engineering and Creative …, 2022","2022 IEEE International Conference on Sustainable Engineering and Creative …, 2022",N/A,"Authors : Istiadi, AY Rahman, F Rofii",2022,N/A,N/A
Bearing Fault Detection Using Discrete Wavelet Transform and Partitioning Around Medoids Methods,https://scholar.google.com/scholar?q=+intitle:%27Bearing%20Fault%20Detection%20Using%20Discrete%20Wavelet%20Transform%20and%20Partitioning%20Around%20Medoids%20Methods%27,"Recent Trends in Mechatronics Towards Industry 4.0: Selected Articles from …, 2022","Recent Trends in Mechatronics Towards Industry 4.0: Selected Articles from …, 2022",N/A,"Authors : G Priyandoko, D Siswanto, Istiadi, DU Effendi, ER Naufal",2022,N/A,N/A
Expert System Integrated with Medical Record for Infectious Diseases using Certainty Factor,https://scholar.google.com/scholar?q=+intitle:%27Expert%20System%20Integrated%20with%20Medical%20Record%20for%20Infectious%20Diseases%20using%20Certainty%20Factor%27,"2022 IEEE International Conference on Cybernetics and Computational …, 2022","2022 IEEE International Conference on Cybernetics and Computational …, 2022",N/A,"Authors : I Istiadi, EB Sulistiarini, R Joegijantoro, AN Suksmawati, KS Nugroho, ...",2022,N/A,N/A
RANCANG BANGUN SISTEM PAKAR PENDIAGNOSA PENYAKIT TUBERKULOSIS (TBC) MENGGUNAKAN METODE DEMPSTER SHAFER,https://scholar.google.com/scholar?q=+intitle:%27RANCANG%20BANGUN%20SISTEM%20PAKAR%20PENDIAGNOSA%20PENYAKIT%20TUBERKULOSIS%20(TBC)%20MENGGUNAKAN%20METODE%20DEMPSTER%20SHAFER%27,"Conference on Innovation and Application of Science and Technology (CIASTECH …, 2022","Conference on Innovation and Application of Science and Technology (CIASTECH …, 2022",N/A,"Authors : L De Deus, I Istiadi, F Marisa",2022,N/A,N/A
Museum Angkut Virtual Tour Dengan Optimasi Penelusuran Menggunakan Algoritma A-Star,https://scholar.google.com/scholar?q=+intitle:%27Museum%20Angkut%20Virtual%20Tour%20Dengan%20Optimasi%20Penelusuran%20Menggunakan%20Algoritma%20A-Star%27,"JIMP (Jurnal Informatika Merdeka Pasuruan) 6 (2), 2022","JIMP (Jurnal Informatika Merdeka Pasuruan) 6 (2), 2022",N/A,"Authors : MJ Wicaksono, I Istiadi, ID Wijaya, F Marisa, SW Iriananda",2022,N/A,N/A
Image Classification of Canaries Using Artificial Neural Network,https://scholar.google.com/scholar?q=+intitle:%27Image%20Classification%20of%20Canaries%20Using%20Artificial%20Neural%20Network%27,"2021 5th International Conference on Informatics and Computational Sciences …, 2021","2021 5th International Conference on Informatics and Computational Sciences …, 2021",N/A,"Authors : B Yanuki, AY Rahman, Istiadi",2021,N/A,N/A
Sistem Pendukung Keputusan Pemilihan Cat Menggunakan Simple Additive Weighting Dan Weighted Product,https://scholar.google.com/scholar?q=+intitle:%27Sistem%20Pendukung%20Keputusan%20Pemilihan%20Cat%20Menggunakan%20Simple%20Additive%20Weighting%20Dan%20Weighted%20Product%27,"JOINTECS (Journal Inf. Technol. Comput. Sci., vol. 6, no. 1, pp. 1–12, 2021","JOINTECS (Journal Inf. Technol. Comput. Sci., vol. 6, no. 1, pp. 1–12, 2021",N/A,"Authors : E Prayoga, I Istiadi, G Priyandoko",2021,N/A,N/A
Strategi Implementasi MBKM di Program Studi Teknik Elektro Universitas Widyagama Malang,https://scholar.google.com/scholar?q=+intitle:%27Strategi%20Implementasi%20MBKM%20di%20Program%20Studi%20Teknik%20Elektro%20Universitas%20Widyagama%20Malang%27,"The 4th Conference on Innovation and Application of Science and Technology …, 2021","The 4th Conference on Innovation and Application of Science and Technology …, 2021",N/A,"Authors : D Siswanto, S Setiawidayat, I Istiadi, F Rofii",2021,N/A,N/A
Modeling of Convolutional Neural Networks for Detection and Classification of Three Vehicle Classes,https://scholar.google.com/scholar?q=+intitle:%27Modeling%20of%20Convolutional%20Neural%20Networks%20for%20Detection%20and%20Classification%20of%20Three%20Vehicle%20Classes%27,"Journal of Physics: Conference Series 1908 (1), 012018, 2021","Journal of Physics: Conference Series 1908 (1), 012018, 2021",N/A,"Authors : F Rofii, G Priyandoko, Istiadi, MI Fanani",2021,N/A,N/A
Prototype Data Logger Multimeter Digital Secara Wireless Berbasis Smartphone,https://scholar.google.com/scholar?q=+intitle:%27Prototype%20Data%20Logger%20Multimeter%20Digital%20Secara%20Wireless%20Berbasis%20Smartphone%27,"JASEE Journal of Application and Science on Electrical Engineering 2 (02), 61-74, 2021","JASEE Journal of Application and Science on Electrical Engineering 2 (02), 61-74, 2021",N/A,"Authors : M Yusuf, G Priyandoko, I Istiadi",2021,N/A,N/A
EVALUASI KEPUASAN PESERTA PELATIHAN MANAJEMEN DAN ALAT PRODUKSI PADA HOME INDUSTRY KRIPIK TEMPE MALANG,https://scholar.google.com/scholar?q=+intitle:%27EVALUASI%20KEPUASAN%20PESERTA%20PELATIHAN%20MANAJEMEN%20DAN%20ALAT%20PRODUKSI%20PADA%20HOME%20INDUSTRY%20KRIPIK%20TEMPE%20MALANG%27,"Conference on Innovation and Application of Science and Technology (CIASTECH …, 2021","Conference on Innovation and Application of Science and Technology (CIASTECH …, 2021",N/A,"Authors : I Istiadi, AR Wardhani, AR Fadhillah, RS Putri, ADR Wisnu, YW Sari",2021,N/A,N/A
Comparison of CBR and Dempster-Shafer Methods on Integrated Healthcare Expert Systems,https://scholar.google.com/scholar?q=+intitle:%27Comparison%20of%20CBR%20and%20Dempster-Shafer%20Methods%20on%20Integrated%20Healthcare%20Expert%20Systems%27,"J. RESTI (Rekayasa Sist. dan Teknol. Informasi) 5 (6), 1143-1152, 2021","J. RESTI (Rekayasa Sist. dan Teknol. Informasi) 5 (6), 1143-1152, 2021",N/A,"Authors : I Istiadi, EB Sulistiarini, R Joegijantoro, AN Suksmawati",2021,N/A,N/A
Design Prototype of Traffic Light Control System using HSV Colour Segmentation,https://scholar.google.com/scholar?q=+intitle:%27Design%20Prototype%20of%20Traffic%20Light%20Control%20System%20using%20HSV%20Colour%20Segmentation%27,"Evolution of Information, Communication and Computing System 3 (1), 80-91, 2021","Evolution of Information, Communication and Computing System 3 (1), 80-91, 2021",N/A,"Authors : FCF da Silva, D Siswanto, I Istiadi",2021,N/A,N/A
Klasifikasi Kualitas Biji Kopi Menggunakan MultilayerPerceptron Berbasis Fitur Warna LCH,https://scholar.google.com/scholar?q=+intitle:%27Klasifikasi%20Kualitas%20Biji%20Kopi%20Menggunakan%20MultilayerPerceptron%20Berbasis%20Fitur%20Warna%20LCH%27,"Jurnal RESTI (Rekayasa Sistem Dan Teknologi Informasi) 5 (6), 1008-1017, 2021","Jurnal RESTI (Rekayasa Sistem Dan Teknologi Informasi) 5 (6), 1008-1017, 2021",N/A,"Authors : I Ilhamsyah, AY Rahman, I Istiadi",2021,N/A,N/A
Sistem Pakar Online untuk Penyakit Menular Layanan Otomasi Konsultasi dengan Sistem Rekomendasi Layanan Kesehatan,https://scholar.google.com/scholar?q=+intitle:%27Sistem%20Pakar%20Online%20untuk%20Penyakit%20Menular%20Layanan%20Otomasi%20Konsultasi%20dengan%20Sistem%20Rekomendasi%20Layanan%20Kesehatan%27,,,N/A,"Authors : Istiadi, EB Sulistiarini, R Joegijantoro",2021,N/A,N/A
Aquascape Dengan Kontrol Fotosintesis Buatan Pada Tanaman Air Menggunakan Metode Kendali Logika Fuzzy,https://scholar.google.com/scholar?q=+intitle:%27Aquascape%20Dengan%20Kontrol%20Fotosintesis%20Buatan%20Pada%20Tanaman%20Air%20Menggunakan%20Metode%20Kendali%20Logika%20Fuzzy%27,"Transmisi: Jurnal Ilmiah Teknik Elektro 23 (3), 103-111, 2021","Transmisi: Jurnal Ilmiah Teknik Elektro 23 (3), 103-111, 2021",N/A,"Authors : MD Udin, I Istiadi, F Rofii",2021,N/A,N/A
Modeling of Convolutional Neural Networks for Detection and Classification of Three Vehicle Classes,https://scholar.google.com/scholar?q=+intitle:%27Modeling%20of%20Convolutional%20Neural%20Networks%20for%20Detection%20and%20Classification%20of%20Three%20Vehicle%20Classes%27,"Journal of Physics: Conference Series 1908 (1), 012018, 2021","Journal of Physics: Conference Series 1908 (1), 012018, 2021",N/A,"Authors : F Rofii, G Priyandoko, Istiadi, MI Fanani",2021,N/A,N/A
Prototype Data Logger Multimeter Digital Secara Wireless Berbasis Smartphone,https://scholar.google.com/scholar?q=+intitle:%27Prototype%20Data%20Logger%20Multimeter%20Digital%20Secara%20Wireless%20Berbasis%20Smartphone%27,"JASEE Journal of Application and Science on Electrical Engineering 2 (02), 61-74, 2021","JASEE Journal of Application and Science on Electrical Engineering 2 (02), 61-74, 2021",N/A,"Authors : M Yusuf, G Priyandoko, I Istiadi",2021,N/A,N/A
EVALUASI KEPUASAN PESERTA PELATIHAN MANAJEMEN DAN ALAT PRODUKSI PADA HOME INDUSTRY KRIPIK TEMPE MALANG,https://scholar.google.com/scholar?q=+intitle:%27EVALUASI%20KEPUASAN%20PESERTA%20PELATIHAN%20MANAJEMEN%20DAN%20ALAT%20PRODUKSI%20PADA%20HOME%20INDUSTRY%20KRIPIK%20TEMPE%20MALANG%27,"Conference on Innovation and Application of Science and Technology (CIASTECH …, 2021","Conference on Innovation and Application of Science and Technology (CIASTECH …, 2021",N/A,"Authors : I Istiadi, AR Wardhani, AR Fadhillah, RS Putri, ADR Wisnu, YW Sari",2021,N/A,N/A
Klasifikasi Kualitas Biji Kopi Menggunakan MultilayerPerceptron Berbasis Fitur Warna LCH,https://scholar.google.com/scholar?q=+intitle:%27Klasifikasi%20Kualitas%20Biji%20Kopi%20Menggunakan%20MultilayerPerceptron%20Berbasis%20Fitur%20Warna%20LCH%27,"Jurnal RESTI (Rekayasa Sistem Dan Teknologi Informasi) 5 (6), 1008-1017, 2021","Jurnal RESTI (Rekayasa Sistem Dan Teknologi Informasi) 5 (6), 1008-1017, 2021",N/A,"Authors : I Ilhamsyah, AY Rahman, I Istiadi",2021,N/A,N/A
Design Prototype of Traffic Light Control System using HSV Colour Segmentation,https://scholar.google.com/scholar?q=+intitle:%27Design%20Prototype%20of%20Traffic%20Light%20Control%20System%20using%20HSV%20Colour%20Segmentation%27,"Evolution of Information, Communication and Computing System 3 (1), 80-91, 2021","Evolution of Information, Communication and Computing System 3 (1), 80-91, 2021",N/A,"Authors : FCF da Silva, D Siswanto, I Istiadi",2021,N/A,N/A
Approachability Evaluation of Virtual Reality Educational Game: The Case of Keepin,https://scholar.google.com/scholar?q=+intitle:%27Approachability%20Evaluation%20of%20Virtual%20Reality%20Educational%20Game:%20The%20Case%20of%20Keepin%27,"Journal of Physics: Conference Series 1908 (1), 012013, 2021","Journal of Physics: Conference Series 1908 (1), 012013, 2021",N/A,"Authors : RMP Siregar, E Sudarmilah",2021,N/A,N/A
Temu Kembali Kemiripan Motif Citra Tenun Menggunakan Transformasi Wavelet Diskrit Dan GLCM,https://scholar.google.com/scholar?q=+intitle:%27Temu%20Kembali%20Kemiripan%20Motif%20Citra%20Tenun%20Menggunakan%20Transformasi%20Wavelet%20Diskrit%20Dan%20GLCM%27,"Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) 5 (5), 958-966, 2021","Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) 5 (5), 958-966, 2021",N/A,"Authors : AB Seran, AY Rahman, I Istiadi",2021,N/A,N/A
