Title,Link,Publisher,Journal,Author Order,Authors,Year,DOI,Quartile,Researcher Name,Researcher ID,Affiliation,Department
DESAIN ALAT PENGERING PRODUK OLAHAN PISANG DENGAN PENDEKATAN QUALITY FUNCTION DEPLOYMENT (QFD),https://scholar.google.com/scholar?q=+intitle:%27DESAIN%20ALAT%20PENGERING%20PRODUK%20OLAHAN%20PISANG%20DENGAN%20PENDEKATAN%20QUALITY%20FUNCTION%20DEPLOYMENT%20(QFD)%27,"Prosidia Widya Saintek 3 (2), 301-308, 2024","Prosidia Widya Saintek 3 (2), 301-308, 2024",N/A,"Authors : DF Bagus, CF Putri, A Hardianto",2024,N/A,N/A,CHAULIAH FATMA PUTRI,5981061,Universitas Widya Gama,S1 - Teknik Industri
PELATIHAN DAN PEMANFAATAN WEBSITE SEBAGAI E-COMMERCE PADA UKM BATIK POESAKA DJAGAD DI KOTA MALANG,https://scholar.google.com/scholar?q=+intitle:%27PELATIHAN%20DAN%20PEMANFAATAN%20WEBSITE%20SEBAGAI%20E-COMMERCE%20PADA%20UKM%20BATIK%20POESAKA%20DJAGAD%20DI%20KOTA%20MALANG%27,"Panrita Abdi-Jurnal Pengabdian pada Masyarakat 8 (3), 632-640, 2024","Panrita Abdi-Jurnal Pengabdian pada Masyarakat 8 (3), 632-640, 2024",N/A,"Authors : CF Putri, AY Rahman",2024,N/A,N/A,CHAULIAH FATMA PUTRI,5981061,Universitas Widya Gama,S1 - Teknik Industri
DIGITALISASI DALAM MANAJEMEN RANTAI PASOK,https://scholar.google.com/scholar?q=+intitle:%27DIGITALISASI%20DALAM%20MANAJEMEN%20RANTAI%20PASOK%27,"Future Science, 2024","Future Science, 2024",N/A,"Authors : YS Maulana, MT Siregar, D Safitriani, CF Putri, NE Suli, AA Dermawan, ...",2024,N/A,N/A,CHAULIAH FATMA PUTRI,5981061,Universitas Widya Gama,S1 - Teknik Industri
PELATIHAN DAN PENDAMPINGAN PENERAPAN ALAT PARUT DAN PEMERAS REMPAH UMKM MINUMAN HERBAL,https://scholar.google.com/scholar?q=+intitle:%27PELATIHAN%20DAN%20PENDAMPINGAN%20PENERAPAN%20ALAT%20PARUT%20DAN%20PEMERAS%20REMPAH%20UMKM%20MINUMAN%20HERBAL%27,"Abdi Masya 5 (1), 32-38, 2024","Abdi Masya 5 (1), 32-38, 2024",N/A,"Authors : CF Putri, HC Suroso, NP Wardhani, M Margono",2024,N/A,N/A,CHAULIAH FATMA PUTRI,5981061,Universitas Widya Gama,S1 - Teknik Industri
Implementation of Batik Dyeing Tools to Increase the Productivity of the Coloring Process in Batik SMEs,https://scholar.google.com/scholar?q=+intitle:%27Implementation%20of%20Batik%20Dyeing%20Tools%20to%20Increase%20the%20Productivity%20of%20the%20Coloring%20Process%20in%20Batik%20SMEs%27,"International Journal of Community Service (IJCS) 2 (1), 57-65, 2023","International Journal of Community Service (IJCS) 2 (1), 57-65, 2023",N/A,"Authors : CF Putri, AY Rahman",2023,N/A,N/A,CHAULIAH FATMA PUTRI,5981061,Universitas Widya Gama,S1 - Teknik Industri
Pelatihan dan Pendampingan Pembuatan Akun E-commerce Guna Menunjang Transformasi Digital UKM Minuman Herbal di Kec. Wonokromo,https://scholar.google.com/scholar?q=+intitle:%27Pelatihan%20dan%20Pendampingan%20Pembuatan%20Akun%20E-commerce%20Guna%20Menunjang%20Transformasi%20Digital%20UKM%20Minuman%20Herbal%20di%20Kec.%20Wonokromo%27,"Jurnal Pengabdian Masyarakat dan aplikasi Teknologi 2 (2), 94-99, 2023","Jurnal Pengabdian Masyarakat dan aplikasi Teknologi 2 (2), 94-99, 2023",N/A,"Authors : NP Wardhani, CF Putri, HC Suroso",2023,N/A,N/A,CHAULIAH FATMA PUTRI,5981061,Universitas Widya Gama,S1 - Teknik Industri
Peningkatan Standarisasi Kualitas Pupuk dan Ubi Berbasis Sistem Cerdas,https://scholar.google.com/scholar?q=+intitle:%27Peningkatan%20Standarisasi%20Kualitas%20Pupuk%20dan%20Ubi%20Berbasis%20Sistem%20Cerdas%27,"Jurnal Abdimas Mahakam 7 (1), 77-83, 2023","Jurnal Abdimas Mahakam 7 (1), 77-83, 2023",N/A,"Authors : AY Rahman, CF Putri, A Hermawati",2023,N/A,N/A,CHAULIAH FATMA PUTRI,5981061,Universitas Widya Gama,S1 - Teknik Industri
PENINGKATAN MANAJEMEN KEUANGAN DAN PEMASARAN PADA UKM UBI JALAR BERBASIS WEB,https://scholar.google.com/scholar?q=+intitle:%27PENINGKATAN%20MANAJEMEN%20KEUANGAN%20DAN%20PEMASARAN%20PADA%20UKM%20UBI%20JALAR%20BERBASIS%20WEB%27,"Jurnal Pengabdian Masyarakat Multidisiplin 6 (3), 242-247, 2023","Jurnal Pengabdian Masyarakat Multidisiplin 6 (3), 242-247, 2023",N/A,"Authors : AY Rahman, CF Putri, A Hermawati",2023,N/A,N/A,CHAULIAH FATMA PUTRI,5981061,Universitas Widya Gama,S1 - Teknik Industri
"Analisis Penggunaan Vendor Managed Inventory Terhadap Minimasi Bullwhip Effect Pada Supply Chain Manufaktur Produk Infus D5, NS, dan RL (Studi Kasus: PT. MJB PHARMA–PASURUAN)","https://scholar.google.com/scholar?q=+intitle:%27Analisis%20Penggunaan%20Vendor%20Managed%20Inventory%20Terhadap%20Minimasi%20Bullwhip%20Effect%20Pada%20Supply%20Chain%20Manufaktur%20Produk%20Infus%20D5,%20NS,%20dan%20RL%20(Studi%20Kasus:%20PT.%20MJB%20PHARMA%E2%80%93PASURUAN)%27","JURNAL FLYWHEEL 14 (2), 11-18, 2023","JURNAL FLYWHEEL 14 (2), 11-18, 2023",N/A,"Authors : D Arsyah, CF Putri",2023,N/A,N/A,CHAULIAH FATMA PUTRI,5981061,Universitas Widya Gama,S1 - Teknik Industri
Redesign of Facilities Layout Using Computerized Relationship Planning (CORELAP) and Computerized Relative Allocation of Facilities Techniques (CRAFT) Methods,https://scholar.google.com/scholar?q=+intitle:%27Redesign%20of%20Facilities%20Layout%20Using%20Computerized%20Relationship%20Planning%20(CORELAP)%20and%20Computerized%20Relative%20Allocation%20of%20Facilities%20Techniques%20(CRAFT)%20Methods%27,"Journal of Science and Applied Engineering (JSAE) 6 (1), 38-49, 2023","Journal of Science and Applied Engineering (JSAE) 6 (1), 38-49, 2023",N/A,"Authors : YW Sari, CF Putri, A Hardianto",2023,N/A,N/A,CHAULIAH FATMA PUTRI,5981061,Universitas Widya Gama,S1 - Teknik Industri
Redesign of Facilities Layout Using Computerized Relationship Planning (CORELAP) and Computerized Relative Allocation of Facilities Techniques (CRAFT) Methods,https://scholar.google.com/scholar?q=+intitle:%27Redesign%20of%20Facilities%20Layout%20Using%20Computerized%20Relationship%20Planning%20(CORELAP)%20and%20Computerized%20Relative%20Allocation%20of%20Facilities%20Techniques%20(CRAFT)%20Methods%27,"Journal of Science and Applied Engineering (JSAE) 6 (1), 38-49, 2023","Journal of Science and Applied Engineering (JSAE) 6 (1), 38-49, 2023",N/A,"Authors : YW Sari, CF Putri, A Hardianto",2023,N/A,N/A,CHAULIAH FATMA PUTRI,5981061,Universitas Widya Gama,S1 - Teknik Industri
Inovasi Teknologi dalam Mendukung Kemandirian Bangsa,https://scholar.google.com/scholar?q=+intitle:%27Inovasi%20Teknologi%20dalam%20Mendukung%20%20Kemandirian%20Bangsa%27,"Inteligensia Media 1, 244, 2022","Inteligensia Media 1, 244, 2022",N/A,"Authors : Fachrudin Hunaini, Muhammad Agus Sahbana, Istiadi, Syahroni Wahyu Iriananda ...",2022,N/A,N/A,CHAULIAH FATMA PUTRI,5981061,Universitas Widya Gama,S1 - Teknik Industri
Counseling and application of personal protective equipment to reduce work accidents in welding workshops,https://scholar.google.com/scholar?q=+intitle:%27Counseling%20and%20application%20of%20personal%20protective%20equipment%20to%20reduce%20work%20accidents%20in%20welding%20workshops%27,"Abdimas: Jurnal Pengabdian Masyarakat Universitas Merdeka Malang 7 (3), 460-470, 2022","Abdimas: Jurnal Pengabdian Masyarakat Universitas Merdeka Malang 7 (3), 460-470, 2022",N/A,"Authors : CF Putri, N Tjahjono",2022,N/A,N/A,CHAULIAH FATMA PUTRI,5981061,Universitas Widya Gama,S1 - Teknik Industri
PRODUCTIVITY MEASUREMENT ANALYSIS USING OMAX AND AHP METHODS ON BATIK SME,https://scholar.google.com/scholar?q=+intitle:%27PRODUCTIVITY%20MEASUREMENT%20ANALYSIS%20USING%20OMAX%20AND%20AHP%20METHODS%20ON%20BATIK%20SME%27,"Journal of Industrial Engineering management 7 (3), 184-194, 2022","Journal of Industrial Engineering management 7 (3), 184-194, 2022",N/A,"Authors : CF Putri, MA Sahbana",2022,N/A,N/A,CHAULIAH FATMA PUTRI,5981061,Universitas Widya Gama,S1 - Teknik Industri
