Title,Link,Publisher,Journal,Author Order,Authors,Year,DOI,Quartile,Researcher Name,Researcher ID,Affiliation,Department
"Optimasi Klasifikasi Sentimen Komentar Pengguna Game Bergerak Menggunakan Svm, Grid Search Dan Kombinasi N-Gram",https://garuda.kemdikbud.go.id/documents/detail/4515174,Jurnal Teknologi Informasi dan Ilmu Komputer Vol 11 No 4: Agustus 2024743-752,Jurnal Teknologi Informasi dan Ilmu Komputer Vol 11 No 4: Agustus 2024743-752,Author Order : 4 of 4,Jurnal Teknologi Informasi dan Ilmu Komputer Vol 11 No 4: Agustus 2024743-752,2024,DOI: 10.25126/jtiik.1148244,Accred : Sinta 2,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
KLASIFIKASI JENIS SARUNG ADAT ILE APE MENGGUNAKAN GLCM DAN SVM,https://garuda.kemdikbud.go.id/documents/detail/4523130,JATI (Jurnal Mahasiswa Teknik Informatika) Vol. 8 No. 4 (2024): JATI Vol. 8 No. 47196-7203,JATI (Jurnal Mahasiswa Teknik Informatika) Vol. 8 No. 4 (2024): JATI Vol. 8 No. 47196-7203,Author Order : 4 of 4,JATI (Jurnal Mahasiswa Teknik Informatika) Vol. 8 No. 4 (2024): JATI Vol. 8 No. 47196-7203,2024,DOI: 10.36040/jati.v8i4.10223,Accred : Sinta 5,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
DETEKSI KESEGERAN IKAN LAYUR BERDASARKAN CITRA MATA MENGGUNAKAN YOLOV8,https://garuda.kemdikbud.go.id/documents/detail/4523389,JATI (Jurnal Mahasiswa Teknik Informatika) Vol. 8 No. 5 (2024): JATI Vol. 8 No. 510263-10270,JATI (Jurnal Mahasiswa Teknik Informatika) Vol. 8 No. 5 (2024): JATI Vol. 8 No. 510263-10270,Author Order : 4 of 4,JATI (Jurnal Mahasiswa Teknik Informatika) Vol. 8 No. 5 (2024): JATI Vol. 8 No. 510263-10270,2024,DOI: 10.36040/jati.v8i5.11020,Accred : Sinta 5,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
Analisis Kualitas Pelayanan Magang Mahasiswa Vokasional Dengan Pendekatan Model Servqual Analyis,https://garuda.kemdikbud.go.id/documents/detail/4532813,"Jurnal Pendidikan Manajemen Perkantoran Vol 9, No 2 (2024): Juli 2024235-254","Jurnal Pendidikan Manajemen Perkantoran Vol 9, No 2 (2024): Juli 2024235-254",Author Order : 4 of 4,"Jurnal Pendidikan Manajemen Perkantoran Vol 9, No 2 (2024): Juli 2024235-254",2024,DOI: 10.17509/jpm.v9i2.69736,Accred : Sinta 3,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
Identification of Tempe Fermentation Maturity Using Principal Component Analysis and K-Nearest Neighbor,https://garuda.kemdikbud.go.id/documents/detail/3230288,"Sinkron : jurnal dan penelitian teknik informatika Vol. 7 No. 1 (2023): Articles Research Volume 7 Issue 1, 2023286-294","Sinkron : jurnal dan penelitian teknik informatika Vol. 7 No. 1 (2023): Articles Research Volume 7 Issue 1, 2023286-294",Author Order : 4 of 4,"Sinkron : jurnal dan penelitian teknik informatika Vol. 7 No. 1 (2023): Articles Research Volume 7 Issue 1, 2023286-294",2023,DOI: 10.33395/sinkron.v8i1.12006,Accred : Sinta 3,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
REKOMENDASI PENJUALAN PRODUK PADA DISTRO DECKHOOD MENGGUNAKAN ALGORITMA APRIORI,https://garuda.kemdikbud.go.id/documents/detail/3338750,"Prosidia Widya Saintek Vol 2, No 1 (2023)19-28","Prosidia Widya Saintek Vol 2, No 1 (2023)19-28",Author Order : 4 of 4,"Prosidia Widya Saintek Vol 2, No 1 (2023)19-28",2023,DOI: -,Accred : Unknown,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
MODEL E-LEARNING BERBASIS GAMIFIKASI (STUDI KASUS DI PRODI TEKNIK INFORMATIKA UNIV WIDYAGAMA),https://garuda.kemdikbud.go.id/documents/detail/3338755,"Prosidia Widya Saintek Vol 2, No 1 (2023)29-38","Prosidia Widya Saintek Vol 2, No 1 (2023)29-38",Author Order : 4 of 4,"Prosidia Widya Saintek Vol 2, No 1 (2023)29-38",2023,DOI: -,Accred : Unknown,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
SEGMENTASI CITRA BURUNG LOVEBIRD MENGGUNAKAN K-MEANS,https://garuda.kemdikbud.go.id/documents/detail/3371916,JATISI (Jurnal Teknik Informatika dan Sistem Informasi) Vol 10 No 1 (2023): JATISI (Jurnal Teknik Informatika dan Sistem Informasi)706-718,JATISI (Jurnal Teknik Informatika dan Sistem Informasi) Vol 10 No 1 (2023): JATISI (Jurnal Teknik Informatika dan Sistem Informasi)706-718,Author Order : 4 of 4,JATISI (Jurnal Teknik Informatika dan Sistem Informasi) Vol 10 No 1 (2023): JATISI (Jurnal Teknik Informatika dan Sistem Informasi)706-718,2023,DOI: 10.35957/jatisi.v10i1.3452,Accred : Sinta 5,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
Pengendali Dan Pemantau Arus Tegangan Pada Terminal Listrik Rumah Tangga Berbasis IoT,https://garuda.kemdikbud.go.id/documents/detail/3553464,"JOINTECS (Journal of Information Technology and Computer Science) Vol 8, No 1 (2023)27-32","JOINTECS (Journal of Information Technology and Computer Science) Vol 8, No 1 (2023)27-32",Author Order : 4 of 4,"JOINTECS (Journal of Information Technology and Computer Science) Vol 8, No 1 (2023)27-32",2023,DOI: 10.31328/jointecs.v8i1.4633,Accred : Sinta 3,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
Image Classification of Tempe Fermentation Maturity Using NaÃ¯ve Bayes Based on Linear Discriminant Analysis,https://garuda.kemdikbud.go.id/documents/detail/3582970,"JOURNAL OF SCIENCE AND APPLIED ENGINEERING Vol 6, No 1 (2023): JSAE22-30","JOURNAL OF SCIENCE AND APPLIED ENGINEERING Vol 6, No 1 (2023): JSAE22-30",Author Order : 4 of 4,"JOURNAL OF SCIENCE AND APPLIED ENGINEERING Vol 6, No 1 (2023): JSAE22-30",2023,DOI: 10.31328/jsae.v6i1.4655,Accred : Sinta 4,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
