Title,Link,Publisher,Journal,Author Order,Authors,Year,DOI,Quartile,Researcher Name,Researcher ID,Affiliation,Department
TRANSFER PENGETAHUAN MELALUI PELATIHAN MANAJEMEN KEUANGAN PADA UKM DEWI-DEWI,https://garuda.kemdikbud.go.id/documents/detail/2459443,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2021 ""Kesiapan Indonesia Dalam Menghadapi Krisis Energi Global""707-710","Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2021 ""Kesiapan Indonesia Dalam Menghadapi Krisis Energi Global""707-710",Author Order : 2 of 2,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2021 ""Kesiapan Indonesia Dalam Menghadapi Krisis Energi Global""707-710",2021,DOI: -,Accred : Unknown,ANDY HARDIANTO,6745431,Universitas Widya Gama,S1 - Teknik Industri
PEMASARAN DIGITAL UNTUK PENINGKATAN PRODUKTIFITAS KUE DI UNIESTY CAKE AND COOKIES SINGOSARI,https://garuda.kemdikbud.go.id/documents/detail/2459611,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2021 ""Kesiapan Indonesia Dalam Menghadapi Krisis Energi Global""897-904","Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2021 ""Kesiapan Indonesia Dalam Menghadapi Krisis Energi Global""897-904",Author Order : 2 of 2,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2021 ""Kesiapan Indonesia Dalam Menghadapi Krisis Energi Global""897-904",2021,DOI: -,Accred : Unknown,ANDY HARDIANTO,6745431,Universitas Widya Gama,S1 - Teknik Industri
ANALISIS REDESAIN ALAT CETAK KUE SATU DENGAN METODE ZERO ONE DAN MATRIK EVALUASI,https://garuda.kemdikbud.go.id/documents/detail/2459424,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2021 ""Kesiapan Indonesia Dalam Menghadapi Krisis Energi Global""259-268","Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2021 ""Kesiapan Indonesia Dalam Menghadapi Krisis Energi Global""259-268",Author Order : 2 of 2,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2021 ""Kesiapan Indonesia Dalam Menghadapi Krisis Energi Global""259-268",2021,DOI: -,Accred : Unknown,ANDY HARDIANTO,6745431,Universitas Widya Gama,S1 - Teknik Industri
PENINGKATAN KUALITAS MOTORIK ANAK USIA DINI BERBASIS ALAT PERMAINAN EDUKATIF DI POS PAUD PELANGI KELURAHAN MERGOSONO MALANG,https://garuda.kemdikbud.go.id/documents/detail/2459594,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2021 ""Kesiapan Indonesia Dalam Menghadapi Krisis Energi Global""665-668","Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2021 ""Kesiapan Indonesia Dalam Menghadapi Krisis Energi Global""665-668",Author Order : 2 of 2,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2021 ""Kesiapan Indonesia Dalam Menghadapi Krisis Energi Global""665-668",2021,DOI: -,Accred : Unknown,ANDY HARDIANTO,6745431,Universitas Widya Gama,S1 - Teknik Industri
Pengembangan UKM dalam Bidang Pertanian Mikroalga (Spirulina) di Daerah Urban Berbasis Internet of Things (IoT),https://garuda.kemdikbud.go.id/documents/detail/2462676,"JAST : Jurnal Aplikasi Sains dan Teknologi Vol 5, No 2 (2021): EDISI DESEMBER 2021138-147","JAST : Jurnal Aplikasi Sains dan Teknologi Vol 5, No 2 (2021): EDISI DESEMBER 2021138-147",Author Order : 2 of 2,"JAST : Jurnal Aplikasi Sains dan Teknologi Vol 5, No 2 (2021): EDISI DESEMBER 2021138-147",2021,DOI: 10.33366/jast.v5i2.2772,Accred : Sinta 4,ANDY HARDIANTO,6745431,Universitas Widya Gama,S1 - Teknik Industri
Perbaikan Kemasan Kerupuk Singkong (Samiler) di UKM Karya Lestari Jaya Tulungagung,https://garuda.kemdikbud.go.id/documents/detail/1730047,"JAST : Jurnal Aplikasi Sains dan Teknologi Vol 4, No 1 (2020): EDISI JUNI 20209-17","JAST : Jurnal Aplikasi Sains dan Teknologi Vol 4, No 1 (2020): EDISI JUNI 20209-17",Author Order : 2 of 2,"JAST : Jurnal Aplikasi Sains dan Teknologi Vol 4, No 1 (2020): EDISI JUNI 20209-17",2020,DOI: 10.33366/jast.v4i1.1473,Accred : Sinta 4,ANDY HARDIANTO,6745431,Universitas Widya Gama,S1 - Teknik Industri
"Pengaruh Filterisasi Bertingkat Larutan KOH, NAOH Dan TEA Terhadap Penurunan Prosentase CO2 Pada Biogas",https://garuda.kemdikbud.go.id/documents/detail/1837604,JURNAL FLYWHEEL Vol 10 No 1 (2019): Jurnal Flywheel43-54,JURNAL FLYWHEEL Vol 10 No 1 (2019): Jurnal Flywheel43-54,Author Order : 2 of 2,JURNAL FLYWHEEL Vol 10 No 1 (2019): Jurnal Flywheel43-54,2019,DOI: 10.47549/flywheel.v10i1.725,Accred : Sinta 6,ANDY HARDIANTO,6745431,Universitas Widya Gama,S1 - Teknik Industri
WAKTU KERJA PENGEMASAN KERIPIK SINGKONG (SAMILER) DALAM PENGABDIAN DI UNIT KEGIATAN MASYARAKAT TULUNGAGUNG,https://garuda.kemdikbud.go.id/documents/detail/1252148,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2019 ""Inovasi Cerdas dan Teknologi Hijau untuk Industri 4.0""PTR 151-158","Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2019 ""Inovasi Cerdas dan Teknologi Hijau untuk Industri 4.0""PTR 151-158",Author Order : 2 of 2,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2019 ""Inovasi Cerdas dan Teknologi Hijau untuk Industri 4.0""PTR 151-158",2019,DOI: -,Accred : Unknown,ANDY HARDIANTO,6745431,Universitas Widya Gama,S1 - Teknik Industri
Pengaruh Temperatur Pirolisis terhadap Kinetik Rate dan Volume Tar pada Limbah Serbuk Kayu Mahoni,https://garuda.kemdikbud.go.id/documents/detail/2306021,R.E.M. (Rekayasa Energi Manufaktur) Jurnal Vol 4 No 1 (2019): June73-91,R.E.M. (Rekayasa Energi Manufaktur) Jurnal Vol 4 No 1 (2019): June73-91,Author Order : 2 of 2,R.E.M. (Rekayasa Energi Manufaktur) Jurnal Vol 4 No 1 (2019): June73-91,2019,DOI: 10.21070/r.e.m.v4i1.1782,Accred : Sinta 3,ANDY HARDIANTO,6745431,Universitas Widya Gama,S1 - Teknik Industri
PENERAPAN KONSEP CONTINUOUS IMPROVEMENT UNTUK MENGOPTIMALKAN PENGGUNAAN ENERGI PADA MESIN PENGERING (DRYER DEVICE) DI RTC LINE PT. HM SAMPOERNA TBK,https://garuda.kemdikbud.go.id/documents/detail/1252164,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2019 ""Inovasi Cerdas dan Teknologi Hijau untuk Industri 4.0""RTR 225-230","Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2019 ""Inovasi Cerdas dan Teknologi Hijau untuk Industri 4.0""RTR 225-230",Author Order : 2 of 2,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2019 ""Inovasi Cerdas dan Teknologi Hijau untuk Industri 4.0""RTR 225-230",2019,DOI: -,Accred : Unknown,ANDY HARDIANTO,6745431,Universitas Widya Gama,S1 - Teknik Industri
