Title,Link,Publisher,Journal,Author Order,Authors,Year,DOI,Quartile,Researcher Name,Researcher ID,Affiliation,Department
Implementation of sediment separator core hole in an effort to reduce the filter clogging rate of CAT 16M Grader,https://scholar.google.com/scholar?q=+intitle:%27Implementation%20of%20sediment%20separator%20core%20hole%20in%20an%20effort%20to%20reduce%20the%20filter%20clogging%20rate%20of%20CAT%2016M%20Grader%27,"ARMATUR: Artikel Teknik Mesin & Manufaktur 5 (1), 192-199, 2024","ARMATUR: Artikel Teknik Mesin & Manufaktur 5 (1), 192-199, 2024",N/A,"Authors : NR Ismail, A Suprapto, D Hermawan, P Suwandono, LH Wicaksono",2024,N/A,N/A,PURBO SUWANDONO,6663726,Universitas Widya Gama,S1 - Teknik Mesin
Developing adjustable stiffness for smart material of magnetorheological elastomer to diminish vibration,https://scholar.google.com/scholar?q=+intitle:%27Developing%20adjustable%20stiffness%20for%20smart%20material%20of%20magnetorheological%20elastomer%20to%20diminish%20vibration%27,"SINERGI 28 (1), 163-168, 2024","SINERGI 28 (1), 163-168, 2024",N/A,"Authors : G Priyandoko, P Suwandono, MIN Sasongko, U Ubaidillah, ...",2024,N/A,N/A,PURBO SUWANDONO,6663726,Universitas Widya Gama,S1 - Teknik Mesin
PENGARUH PERBANDINGAN KINERJA SOLAR STILL MENGGUNAKAN COVER PIRAMIDA DAN PENAMBAHAN RUANG KONDENSASI,https://scholar.google.com/scholar?q=+intitle:%27PENGARUH%20PERBANDINGAN%20KINERJA%20SOLAR%20STILL%20MENGGUNAKAN%20COVER%20PIRAMIDA%20DAN%20PENAMBAHAN%20RUANG%20KONDENSASI%27,"Scientific Journal of Mechanical Engineering Kinematika 9 (1), 33-45, 2024","Scientific Journal of Mechanical Engineering Kinematika 9 (1), 33-45, 2024",N/A,"Authors : D Mardianto, NRI Ismail, A Farid, P Suwandono",2024,N/A,N/A,PURBO SUWANDONO,6663726,Universitas Widya Gama,S1 - Teknik Mesin
Simulasi Konfigurasi Posisi Burner untuk Mengoptimalkan Heat Treatment Pressure Vessel,https://scholar.google.com/scholar?q=+intitle:%27Simulasi%20Konfigurasi%20Posisi%20Burner%20untuk%20Mengoptimalkan%20Heat%20Treatment%20Pressure%20Vessel%27,"JURNAL FLYWHEEL 15 (1), 44-53, 2024","JURNAL FLYWHEEL 15 (1), 44-53, 2024",N/A,"Authors : A Solichi, P Suwandono, NR Ismail, LH Wicaksono",2024,N/A,N/A,PURBO SUWANDONO,6663726,Universitas Widya Gama,S1 - Teknik Mesin
IDENTIFYING ENHANCEMENT OF DOUBLE SLOPE SOLAR STILL PERFORMANCE BY ADDING WATER COOLING TO WALLS.,https://scholar.google.com/scholar?q=+intitle:%27IDENTIFYING%20ENHANCEMENT%20OF%20DOUBLE%20SLOPE%20SOLAR%20STILL%20PERFORMANCE%20BY%20ADDING%20WATER%20COOLING%20TO%20WALLS.%27,"Eastern-European Journal of Enterprise Technologies, 2024","Eastern-European Journal of Enterprise Technologies, 2024",N/A,"Authors : NR Ismail, P Suwandono, D Hermawan, FD Anggraeni",2024,N/A,N/A,PURBO SUWANDONO,6663726,Universitas Widya Gama,S1 - Teknik Mesin
Effect of Internal Reflectors on Daily Performance of Double Slope Solar Stills with Porous Fin Absorber Plate,https://scholar.google.com/scholar?q=+intitle:%27Effect%20of%20Internal%20Reflectors%20on%20Daily%20Performance%20of%20Double%20Slope%20Solar%20Stills%20with%20Porous%20Fin%20Absorber%20Plate%27,"Journal of Science and Applied Engineering (JSAE) 7 (1), 34-41, 2024","Journal of Science and Applied Engineering (JSAE) 7 (1), 34-41, 2024",N/A,"Authors : NR Ismail, P Suwandono, D Hermawan, A Farid, FD Anggraeni",2024,N/A,N/A,PURBO SUWANDONO,6663726,Universitas Widya Gama,S1 - Teknik Mesin
Pengaruh Penambahan Media Pendingin Nitrogen Pada Dinding untuk Menigkatkan Kinerja Solar Still Double Slope (Energi Dan Eksergi),https://scholar.google.com/scholar?q=+intitle:%27Pengaruh%20Penambahan%20Media%20Pendingin%20Nitrogen%20Pada%20Dinding%20untuk%20Menigkatkan%20Kinerja%20Solar%20Still%20Double%20Slope%20(Energi%20Dan%20Eksergi)%27,"JURNAL FLYWHEEL 14 (2), 19-28, 2023","JURNAL FLYWHEEL 14 (2), 19-28, 2023",N/A,"Authors : DH Dadang, NR Ismail, P Suwandono, FD Anggraeni",2023,N/A,N/A,PURBO SUWANDONO,6663726,Universitas Widya Gama,S1 - Teknik Mesin
Implementasi Pompa Hidram di Desa Ngadireso Kabupaten Malang,https://scholar.google.com/scholar?q=+intitle:%27Implementasi%20Pompa%20Hidram%20di%20Desa%20Ngadireso%20Kabupaten%20Malang%27,"JAST: Jurnal Aplikasi Sains dan Teknologi 7 (1), 1-11, 2023","JAST: Jurnal Aplikasi Sains dan Teknologi 7 (1), 1-11, 2023",N/A,"Authors : P Suwandono, NR Ismail, N Tjahjono",2023,N/A,N/A,PURBO SUWANDONO,6663726,Universitas Widya Gama,S1 - Teknik Mesin
Effect of Hot Cylinder Materials on Gamma-Type Stirling Engine Performance Using Solar Dish Concentrator,https://scholar.google.com/scholar?q=+intitle:%27Effect%20of%20Hot%20Cylinder%20Materials%20on%20Gamma-Type%20Stirling%20Engine%20Performance%20Using%20Solar%20Dish%20Concentrator%27,"Proceedings of the 2nd Energy Security and Chemical Engineering Congress …, 2023","Proceedings of the 2nd Energy Security and Chemical Engineering Congress …, 2023",N/A,"Authors : P Suwandono, G Priyandono, K Saptaji, AR Fanani",2023,N/A,N/A,PURBO SUWANDONO,6663726,Universitas Widya Gama,S1 - Teknik Mesin
Add-On Energy Harvesting of Diesel Exhaust Muffler Using Thermoelectric Generator,https://scholar.google.com/scholar?q=+intitle:%27Add-On%20Energy%20Harvesting%20of%20Diesel%20Exhaust%20Muffler%20Using%20Thermoelectric%20Generator%27,"Journal of Science and Applied Engineering (JSAE) 6 (Issue 1), Page.10-21, 2023","Journal of Science and Applied Engineering (JSAE) 6 (Issue 1), Page.10-21, 2023",N/A,Authors : PS AWW. Atmajaya,2023,N/A,N/A,PURBO SUWANDONO,6663726,Universitas Widya Gama,S1 - Teknik Mesin
