Title,Link,Publisher,Journal,Author Order,Authors,Year,DOI,Quartile,Researcher Name,Researcher ID,Affiliation,Department
Designing the Ergonomic Press and Molding Machine of Cassava Chips for Sustainable Development in SMEs,https://www.webofscience.com/wos/woscc/full-record/WOS:000684256600015,WOS.ESCI Edition,PERTANIKA JOURNAL OF SCIENCE AND TECHNOLOGY,Author Order: 2 of 4,"Authors : Silviana; Hardianto, A; Fuhaid, N; Hermawan, D;",JUL 2021,N/A,Q3 Journal,ANDY HARDIANTO,6745431,Universitas Widya Gama,S1 - Teknik Industri
