id,name,url,affiliation,department,subjects,score,articles,citations,cited_docs,h-index,i10-index,g-index
5977530,ADYA HERMAWATI,https://sinta.kemdikbud.go.id/authors/profile/5977530,"{'id': 2058, 'name': 'Universitas Widya Gama', 'url': 'https://sinta.kemdikbud.go.id/affiliations/profile/2058'}",S2 - Manajemen,"['Human Resource Management', 'Management Strategy', 'Perilaku Organisasi']","{'overall': 1.879, '3_years': 653, 'affiliation': 0, 'affiliation_3_years': 0}","{'scopus': 21, 'scholar': 172, 'wos': 0}","{'scopus': 128, 'scholar': 1256, 'wos': 0}","{'scopus': 18, 'scholar': 111, 'wos': 0}","{'scopus': 7, 'scholar': 19, 'wos': 0}","{'scopus': 5, 'scholar': 30, 'wos': 0}","{'scopus': 1, 'scholar': 1, 'wos': 0}"
