Title,Link,Publisher,Journal,Author Order,Authors,Year,DOI,Quartile,Researcher Name,Researcher ID,Affiliation,Department
"Pendampingan Peningkatan Human Capital Melalui Eksplorasi Dimensi Visual di Kampung Tridi, Malang",https://garuda.kemdikbud.go.id/documents/detail/3941340,Jurnal Pengabdian Nasional (JPN) Indonesia Vol. 5 No. 1 (2024): Januari160-166,Jurnal Pengabdian Nasional (JPN) Indonesia Vol. 5 No. 1 (2024): Januari160-166,Author Order : 1 of 6,Jurnal Pengabdian Nasional (JPN) Indonesia Vol. 5 No. 1 (2024): Januari160-166,2024,DOI: 10.35870/jpni.v5i1.632,Accred : Sinta 5,ADYA HERMAWATI,5977530,Universitas Widya Gama,S2 - Manajemen
Innovation Capability of Learning Orientation Mediators on the Performance of Tourism Industry MSMEs,https://garuda.kemdikbud.go.id/documents/detail/3952701,"Jurnal Aplikasi Manajemen Vol 22, No 1 (2024)97-108","Jurnal Aplikasi Manajemen Vol 22, No 1 (2024)97-108",Author Order : 1 of 6,"Jurnal Aplikasi Manajemen Vol 22, No 1 (2024)97-108",2024,DOI: 10.21776/ub.jam.2024.022.01.08,Accred : Sinta 2,ADYA HERMAWATI,5977530,Universitas Widya Gama,S2 - Manajemen
Pengaruh Kepemimpinan Terhadap Disiplin Kerja Karyawan Yang Dimediasi Employee Engagement,https://garuda.kemdikbud.go.id/documents/detail/4089208,"EKOMA : Jurnal Ekonomi, Manajemen, Akuntansi Vol. 3 No. 3: Maret 2024312-320","EKOMA : Jurnal Ekonomi, Manajemen, Akuntansi Vol. 3 No. 3: Maret 2024312-320",Author Order : 1 of 6,"EKOMA : Jurnal Ekonomi, Manajemen, Akuntansi Vol. 3 No. 3: Maret 2024312-320",2024,DOI: 10.56799/ekoma.v3i3.3014,Accred : Sinta 5,ADYA HERMAWATI,5977530,Universitas Widya Gama,S2 - Manajemen
Pengaruh Dukungan Organisasi Terhadap Disiplin Kerja Yang Dimediasi Komitmen Organisasi,https://garuda.kemdikbud.go.id/documents/detail/4089215,"EKOMA : Jurnal Ekonomi, Manajemen, Akuntansi Vol. 3 No. 3: Maret 2024396-404","EKOMA : Jurnal Ekonomi, Manajemen, Akuntansi Vol. 3 No. 3: Maret 2024396-404",Author Order : 1 of 6,"EKOMA : Jurnal Ekonomi, Manajemen, Akuntansi Vol. 3 No. 3: Maret 2024396-404",2024,DOI: 10.56799/ekoma.v3i3.3028,Accred : Sinta 5,ADYA HERMAWATI,5977530,Universitas Widya Gama,S2 - Manajemen
Pengaruh Budaya Organisasi dan Iklim Organisasi terhadap Komitmen Pegawai : Studi pada Pegawai Negeri Sipil di 4 Kecamatan Kabupaten Sumba Tengah,https://garuda.kemdikbud.go.id/documents/detail/4330573,Transformasi: Journal of Economics and Business Management Vol. 3 No. 3 (2024): September : Journal of Economics and Business Management144-162,Transformasi: Journal of Economics and Business Management Vol. 3 No. 3 (2024): September : Journal of Economics and Business Management144-162,Author Order : 1 of 6,Transformasi: Journal of Economics and Business Management Vol. 3 No. 3 (2024): September : Journal of Economics and Business Management144-162,2024,DOI: 10.56444/transformasi.v3i3.1965,Accred : Unknown,ADYA HERMAWATI,5977530,Universitas Widya Gama,S2 - Manajemen
Pengaruh Kompetensi dan Motivasi Terhadap Kinerja Pegawai dengan Disiplin Kerja sebagai Variabel Mediasi,https://garuda.kemdikbud.go.id/documents/detail/4330575,Transformasi: Journal of Economics and Business Management Vol. 3 No. 3 (2024): September : Journal of Economics and Business Management176-190,Transformasi: Journal of Economics and Business Management Vol. 3 No. 3 (2024): September : Journal of Economics and Business Management176-190,Author Order : 1 of 6,Transformasi: Journal of Economics and Business Management Vol. 3 No. 3 (2024): September : Journal of Economics and Business Management176-190,2024,DOI: 10.56444/transformasi.v3i3.1971,Accred : Unknown,ADYA HERMAWATI,5977530,Universitas Widya Gama,S2 - Manajemen
"Pengaruh Karakteristik Pekerjaan Kerja, Etos Kerja dan Kualitas Kehidupan Kerja terhadap Kinerja Pegawai : Studi pada Pegawai Kantor Kecamatan Lowokwaru Kota Malang",https://garuda.kemdikbud.go.id/documents/detail/4418898,Lokawati : Jurnal Penelitian Manajemen dan Inovasi Riset Vol. 2 No. 6 (2024): November : Jurnal Penelitian Manajemen dan Inovasi Riset55-66,Lokawati : Jurnal Penelitian Manajemen dan Inovasi Riset Vol. 2 No. 6 (2024): November : Jurnal Penelitian Manajemen dan Inovasi Riset55-66,Author Order : 1 of 6,Lokawati : Jurnal Penelitian Manajemen dan Inovasi Riset Vol. 2 No. 6 (2024): November : Jurnal Penelitian Manajemen dan Inovasi Riset55-66,2024,DOI: 10.61132/lokawati.v2i6.1268,Accred : Unknown,ADYA HERMAWATI,5977530,Universitas Widya Gama,S2 - Manajemen
Enhancing Growth in Tourism SMEs: A Decision-Making Framework Utilizing the Analytic Hierarchy Process,https://garuda.kemdikbud.go.id/documents/detail/4508448,"Jurnal Aplikasi Manajemen Vol 22, No 3 (2024)","Jurnal Aplikasi Manajemen Vol 22, No 3 (2024)",Author Order : 1 of 6,"Jurnal Aplikasi Manajemen Vol 22, No 3 (2024)",2024,DOI: -,Accred : Sinta 2,ADYA HERMAWATI,5977530,Universitas Widya Gama,S2 - Manajemen
Peningkatan Standarisasi Kualitas Pupuk dan Ubi Berbasis Sistem Cerdas,https://garuda.kemdikbud.go.id/documents/detail/3293226,Jurnal Abdimas Mahakam Vol. 7 No. 01 (2023): Abdimas Mahakam77-83,Jurnal Abdimas Mahakam Vol. 7 No. 01 (2023): Abdimas Mahakam77-83,Author Order : 1 of 6,Jurnal Abdimas Mahakam Vol. 7 No. 01 (2023): Abdimas Mahakam77-83,2023,DOI: 10.24903/jam.v7i01.1919,Accred : Sinta 4,ADYA HERMAWATI,5977530,Universitas Widya Gama,S2 - Manajemen
EKSISTENSI PRODUKTIVITAS USAHA MELALUI IMPLEMENTASI ASPEK MANAJEMEN PADA UKM BENGKEL LAS BUBUT,https://garuda.kemdikbud.go.id/documents/detail/3553789,"RESONA : Jurnal Ilmiah Pengabdian Masyarakat Vol 7, No 1 (2023)21-33","RESONA : Jurnal Ilmiah Pengabdian Masyarakat Vol 7, No 1 (2023)21-33",Author Order : 1 of 6,"RESONA : Jurnal Ilmiah Pengabdian Masyarakat Vol 7, No 1 (2023)21-33",2023,DOI: 10.35906/resona.v7i1.1367,Accred : Sinta 4,ADYA HERMAWATI,5977530,Universitas Widya Gama,S2 - Manajemen
