Title,Link,Publisher,Journal,Author Order,Authors,Year,DOI,Quartile,Researcher Name,Researcher ID,Affiliation,Department
"Traffic Noise Level Assessment in the Residential Area around Different Road Functions in Malang City, East Java, Indonesia",https://www.webofscience.com/wos/woscc/full-record/WOS:000684256600004,WOS.ESCI Edition,PERTANIKA JOURNAL OF SCIENCE AND TECHNOLOGY,Author Order: of,"Authors : Tjahjono, N; Hanafi, I; Latipun, L; Suyadi, S;",JUL 2021,N/A,Q3 Journal,NGUDI TJAHJONO,6655997,Universitas Widya Gama,S1 - Teknik Industri
