Title,Link,Publisher,Journal,Author Order,Authors,Year,DOI,Quartile,Researcher Name,Researcher ID,Affiliation,Department
"Traffic noise level assessment in the residential area around different road functions in malang city, East Java, Indonesia",https://www.scopus.com/record/display.uri?eid=2-s2.0-85112047263&origin=resultslist,Pertanika Journal of Science and Technology,Pertanika Journal of Science and Technology,Author Order : 1 of 4,N/A,2021,N/A,Q3 as Journal,NGUDI TJAHJONO,6655997,Universitas Widya Gama,S1 - Teknik Industri
Development of Information and Communication Technology Infrastructure in School using an Approach of the Network Development Life Cycle Method,https://www.scopus.com/record/display.uri?eid=2-s2.0-85111090465&origin=resultslist,Journal of Physics: Conference Series,Journal of Physics: Conference Series,Author Order : 1 of 4,N/A,2021,N/A,Q4 as Conference Proceedin,NGUDI TJAHJONO,6655997,Universitas Widya Gama,S1 - Teknik Industri
